,name,lon,lat,zNum,carCap,carDisCap,address
300,Парковка №0301 (95),37.590319,55.734155,0301,3,3,"улица Тимура Фрунзе, дом 12"
301,,,,,,,
302,Парковка №0301 (96),37.591138,55.734,0301,1,0,"Большой Чудов переулок, дом 8, строение 1"
303,Парковка №0301 (96),37.591277,55.733945,0301,1,0,"Большой Чудов переулок, дом 8, строение 1"
304,,,,,,,
305,Парковка №0301 (97),37.591916,55.732771,0301,2,0,"Комсомольский проспект, дом 4"
306,Парковка №0301 (97),37.59198,55.732855,0301,2,0,"Комсомольский проспект, дом 4"
307,,,,,,,
308,Парковка №0301 (98),37.591369,55.733903,0301,3,0,"Большой Чудов переулок, дом 8, строение 1"
309,Парковка №0301 (98),37.591932,55.733691,0301,3,0,"Большой Чудов переулок, дом 8, строение 1"
310,,,,,,,
311,Парковка №0303 (10),37.555082,55.756613,0303,3,0,"Мантулинская улица, дом 10"
312,Парковка №0303 (10),37.555086,55.756529,0303,3,0,"Мантулинская улица, дом 10"
313,,,,,,,
314,Парковка №0303 (13),37.55319,55.758183,0303,3,0,"Шмитовский проезд, дом 7"
315,Парковка №0303 (13),37.553217,55.75805,0303,3,0,"Шмитовский проезд, дом 7"
316,,,,,,,
317,Парковка №0303 (15),37.553306,55.757457,0303,2,0,"Мантулинская улица, дом 12"
318,Парковка №0303 (15),37.553313,55.757404,0303,2,0,"Мантулинская улица, дом 12"
319,,,,,,,
320,Парковка №0303 (20),37.555183,55.756803,0303,1,1,"2-я Звенигородская улица, дом 2/1, строение 1"
321,Парковка №0303 (20),37.555199,55.756694,0303,1,1,"2-я Звенигородская улица, дом 2/1, строение 1"
322,,,,,,,
323,Парковка №0303 (26),37.555212,55.756591,0303,1,1,"2-я Звенигородская улица, дом 2/1, строение 1"
324,Парковка №0303 (26),37.555218,55.756506,0303,1,1,"2-я Звенигородская улица, дом 2/1, строение 1"
325,,,,,,,
326,Парковка №0303 (136),37.538685,55.755898,0303,3,0,"Шмитовский проезд, дом 28"
327,Парковка №0303 (136),37.539092,55.755995,0303,3,0,"Шмитовский проезд, дом 28"
328,,,,,,,
329,Парковка №0303 (120),37.55334,55.756782,0303,2,0,"улица Анны Северьяновой, дом 1/14"
330,Парковка №0303 (120),37.553362,55.756646,0303,2,0,"улица Анны Северьяновой, дом 1/14"
331,,,,,,,
332,Парковка №0303 (350),37.545056,55.7535,0303,3,0,"1-й Красногвардейский проезд, дом 6"
333,Парковка №0303 (350),37.545347,55.753578,0303,3,0,"1-й Красногвардейский проезд, дом 6"
334,,,,,,,
335,Парковка №0303 (126),37.538207,55.754583,0303,2,0,"улица Антонова-Овсеенко, дом 9"
336,Парковка №0303 (126),37.538352,55.754422,0303,2,0,"улица Антонова-Овсеенко, дом 9"
337,,,,,,,
338,Парковка №0303 (127),37.538425,55.754344,0303,3,0,"улица Антонова-Овсеенко, дом 9"
339,Парковка №0303 (127),37.538557,55.754188,0303,3,0,"улица Антонова-Овсеенко, дом 9"
340,,,,,,,
341,Парковка №0303 (128),37.538534,55.754144,0303,1,0,"улица Антонова-Овсеенко, дом 9"
342,Парковка №0303 (128),37.538647,55.75402,0303,1,0,"улица Антонова-Овсеенко, дом 9"
343,,,,,,,
344,Парковка №0303 (99),37.566124,55.762321,0303,3,3,"улица Красная Пресня, дом 23, строение 1А"
345,Парковка №0303 (99),37.566381,55.762276,0303,3,3,"улица Красная Пресня, дом 23, строение 1А"
346,,,,,,,
347,Парковка №0303 (105),37.5685939,55.7619684,0303,2,2,"улица Красная Пресня, дом 23, корпус Б, строение 1"
348,Парковка №0303 (105),37.5687253,55.7619485,0303,2,2,"улица Красная Пресня, дом 23, корпус Б, строение 1"
349,,,,,,,
350,Парковка №0303 (70),37.604364,55.760053,0303,3,0,"Леонтьевский переулок, дом 14"
351,Парковка №0303 (70),37.604126,55.75991,0303,3,0,"Леонтьевский переулок, дом 14"
352,,,,,,,
353,Парковка №0303 (61),37.600335,55.757693,0303,3,0,"Леонтьевский переулок, дом 2/26, строение 1"
354,Парковка №0303 (61),37.600469,55.757839,0303,3,0,"Леонтьевский переулок, дом 2/26, строение 1"
355,Парковка №0303 (61),37.600524,55.757881,0303,3,0,"Леонтьевский переулок, дом 2/26, строение 1"
356,,,,,,,
357,Парковка №0303 (155),37.609603,55.758215,0303,2,0,"Газетный переулок, дом 9, строение 11"
358,Парковка №0303 (155),37.609484,55.758149,0303,2,0,"Газетный переулок, дом 9, строение 11"
359,,,,,,,
360,Парковка №0303 (64),37.601124,55.75832,0303,3,3,"Леонтьевский переулок, дом 5, строение 1"
361,Парковка №0303 (64),37.601364,55.758435,0303,3,3,"Леонтьевский переулок, дом 5, строение 1"
362,,,,,,,
363,Парковка №0303 (122),37.602741,55.761307,0303,2,2,"Тверской бульвар, дом 20, строение 4"
364,Парковка №0303 (122),37.602961,55.761234,0303,2,2,"Тверской бульвар, дом 20, строение 4"
365,,,,,,,
366,Парковка №0303 (349),37.600598,55.757262,0303,2,2,"Большая Никитская улица, дом 21/18, строение 4"
367,Парковка №0303 (349),37.600807,55.757223,0303,2,2,"Большая Никитская улица, дом 21/18, строение 4"
368,,,,,,,
369,Парковка №0303 (367),37.603637,55.756882,0303,3,0,"Большая Никитская улица, дом 18"
370,Парковка №0303 (367),37.604012,55.756827,0303,3,0,"Большая Никитская улица, дом 18"
371,,,,,,,
372,Парковка №0303 (368),37.604266,55.75684,0303,1,1,"Большая Никитская улица, дом 16"
