,name,lon,lat,zNum,carCap,carDisCap,address
136,Парковка №0303 (104),37.5685443,55.7619752,0303,18,0,"улица Красная Пресня, дом 23, корпус Б, строение 1"
137,,,,,,,
138,Парковка №0303 (103),37.569391,55.761957,0303,13,0,"улица Красная Пресня, дом 24"
139,Парковка №0303 (103),37.570027,55.761867,0303,13,0,"улица Красная Пресня, дом 24"
140,,,,,,,
141,Парковка №0303 (107),37.572079,55.761562,0303,16,2,"улица Красная Пресня, дом 12"
142,Парковка №0303 (107),37.573458,55.76137,0303,16,2,"улица Красная Пресня, дом 12"
143,,,,,,,
144,Парковка №0303 (215),37.602937,55.755989,0303,13,1,"Малый Кисловский переулок, дом 12/8, строение 2"
145,Парковка №0303 (215),37.604308,55.755855,0303,13,1,"Малый Кисловский переулок, дом 12/8, строение 2"
146,,,,,,,
147,Парковка №0303 (53),37.590684,55.764043,0303,17,0,"Ермолаевский переулок, дом 9"
148,Парковка №0303 (53),37.590852,55.764417,0303,17,0,"Ермолаевский переулок, дом 9"
149,Парковка №0303 (53),37.590894,55.764477,0303,17,0,"Ермолаевский переулок, дом 9"
150,Парковка №0303 (53),37.590934,55.764523,0303,17,0,"Ермолаевский переулок, дом 9"
151,Парковка №0303 (53),37.590989,55.764578,0303,17,0,"Ермолаевский переулок, дом 9"
152,Парковка №0303 (53),37.591299,55.764802,0303,17,0,"Ермолаевский переулок, дом 9"
153,Парковка №0303 (53),37.591623,55.765035,0303,17,0,"Ермолаевский переулок, дом 9"
154,,,,,,,
155,Парковка №0303 (190),37.59073,55.763859,0303,14,0,"Малый Патриарший переулок, дом 5, строение 1"
156,Парковка №0303 (190),37.591109,55.763608,0303,14,0,"Малый Патриарший переулок, дом 5, строение 1"
157,Парковка №0303 (190),37.591669,55.763231,0303,14,0,"Малый Патриарший переулок, дом 5, строение 1"
158,,,,,,,
159,Парковка №0303 (154),37.592244,55.761508,0303,13,0,"улица Спиридоновка, дом 22/2"
160,Парковка №0303 (154),37.593428,55.761923,0303,13,0,"улица Спиридоновка, дом 22/2"
161,,,,,,,
162,Парковка №0303 (309),37.581958,55.758392,0303,27,0,"Кудринский переулок, дом 3Б, строение 2"
163,Парковка №0303 (309),37.583385,55.758111,0303,27,0,"Кудринский переулок, дом 3Б, строение 2"
164,,,,,,,
165,Парковка №0303 (373),37.570726,55.755575,0303,12,0,"Глубокий переулок, дом 3"
166,Парковка №0303 (373),37.570946,55.755862,0303,12,0,"Глубокий переулок, дом 3"
167,Парковка №0303 (373),37.571257,55.756264,0303,12,0,"Глубокий переулок, дом 3"
168,,,,,,,
169,Парковка №0303 (257),37.575811,55.757577,0303,17,2,"Дружинниковская улица, дом 13"
170,Парковка №0303 (257),37.575982,55.758014,0303,17,2,"Дружинниковская улица, дом 13"
171,Парковка №0303 (257),37.57605,55.758158,0303,17,2,"Дружинниковская улица, дом 13"
172,Парковка №0303 (257),37.576077,55.758273,0303,17,2,"Дружинниковская улица, дом 13"
173,Парковка №0303 (257),37.576069,55.758383,0303,17,2,"Дружинниковская улица, дом 13"
174,Парковка №0303 (257),37.576075,55.758488,0303,17,2,"Дружинниковская улица, дом 13"
175,Парковка №0303 (257),37.57607,55.758627,0303,17,2,"Дружинниковская улица, дом 13"
176,,,,,,,
177,Парковка №0303 (347),37.577204,55.755479,0303,45,6,"Конюшковская улица, дом 26"
